mes;dia;hora;reflectancia;nc;N;Hext;RadSolar
1;1;7.0;-0.044604042542616275;0.10149225362655111;12.0305611878352;10007.674711289563;137.45750000000004
1;1;10.0;-0.06325330124947988;0.20269989902583524;12.0305611878352;10007.674711289563;358.735
1;1;13.0;-0.06583025243659196;0.1933705070065436;12.0305611878352;10007.674711289563;405.2875
1;1;16.0;-0.04601978785085901;0.07639154785484971;12.0305611878352;10007.674711289563;567.5475
1;2;6.0;-0.042552143721501644;0.07763019749574694;12.030443720222841;10013.514241161498;133.75000000000006
1;2;7.0;-0.044594779004114765;0.10211594596005676;12.030443720222841;10013.514241161498;137.45750000000004
1;2;8.0;-0.04907719387190455;0.1330003081502394;12.030443720222841;10013.514241161498;208.47000000000003
1;2;9.0;-0.055699761552880575;0.25630378810097343;12.030443720222841;10013.514241161498;478.6525
1;2;10.0;-0.0632440868073687;0.20308186532841388;12.030443720222841;10013.514241161498;358.735
1;2;11.0;-0.06907834952221169;0.18323836881461594;12.030443720222841;10013.514241161498;388.145
1;2;12.0;-0.07019820116176075;0.19212736783741113;12.030443720222841;10013.514241161498;391.3325
1;2;13.0;-0.06592597802296205;0.18953586242420073;12.030443720222841;10013.514241161498;406.605
1;2;16.0;-0.04606657279407612;0.07326576712685724;12.030443720222841;10013.514241161498;567.5475
1;3;6.0;-0.04253850274893405;0.07862331742722888;12.030315133011248;10019.768256039792;133.75000000000006
1;3;7.0;-0.04457136433522033;0.10369240073256628;12.030315133011248;10019.768256039792;137.45750000000004
1;3;8.0;-0.049042698496745384;0.1350288501043711;12.030315133011248;10019.768256039792;207.17999999999995
1;3;9.0;-0.05566425179745382;0.2578725309456153;12.030315133011248;10019.768256039792;464.25
1;3;10.0;-0.06322497229009576;0.20387421948292847;12.030315133011248;10019.768256039792;355.075
1;3;13.0;-0.06601717554792873;0.18588260619148816;12.030315133011248;10019.768256039792;406.605
1;3;16.0;-0.04610749508140988;0.07053168029683504;12.030315133011248;10019.768256039792;561.0175
1;4;7.0;-0.04454414138216443;0.10552525835102226;12.030175527568106;10026.427633442583;128.03250000000003
1;4;10.0;-0.06320220319566544;0.2048180668377309;12.030175527568106;10026.427633442583;349.1725
1;4;13.0;-0.06610473895707024;0.18237492799166147;12.030175527568106;10026.427633442583;401.44000000000005
1;4;16.0;-0.0461162693244323;0.06994545836609671;12.030175527568106;10026.427633442583;558.3824999999999
1;5;7.0;-0.044533440304491745;0.10624573682732082;12.030025013436976;10033.482516189617;128.21500000000003
1;5;10.0;-0.06320240974932508;0.20480950456812164;12.030025013436976;10033.482516189617;343.5375
1;5;13.0;-0.06620171979132987;0.17848999978399252;12.030025013436976;10033.482516189617;415.4225
1;5;16.0;-0.04616822185817422;0.06647442222553168;12.030025013436976;10033.482516189617;541.0550000000001
1;6;7.0;-0.04450881982590807;0.1079033759397805;12.02986370805375;10040.92233065297;125.60499999999996
1;6;10.0;-0.06318397176448337;0.20557381442128642;12.02986370805375;10040.92233065297;323.6825
1;6;13.0;-0.06627245191016953;0.17565656155090045;12.02986370805375;10040.92233065297;389.83000000000004
1;6;16.0;-0.04618616281167981;0.06527575695304574;12.02986370805375;10040.92233065297;544.7675
1;7;7.0;-0.044478862764798816;0.10992031464469945;12.029691736446111;10048.7358063998;122.70750000000004
1;7;10.0;-0.06315264872577096;0.2068722484597397;12.029691736446111;10048.7358063998;325.8125
1;7;13.0;-0.06637221506619707;0.1716601770910608;12.029691736446111;10048.7358063998;383.535
1;7;16.0;-0.04622318954700746;0.06280193850315363;12.029691736446111;10048.7358063998;542.7675
1;8;7.0;-0.04446390197551635;0.11092758951889008;12.029509230917405;10056.910997176248;123.10250000000002
1;8;10.0;-0.06317402631513708;0.20598608316945946;12.029509230917405;10056.910997176248;324.20750000000004
1;8;13.0;-0.06649398392801124;0.1667822721968715;12.029509230917405;10056.910997176248;368.075
1;8;16.0;-0.046275360571475535;0.059316304629768904;12.029509230917405;10056.910997176248;536.7125
1;9;7.0;-0.04443705730656469;0.11273497815530763;12.02931633071652;10065.435303177695;122.97000000000003
1;9;10.0;-0.06316974396708916;0.20616359935877215;12.02931633071652;10065.435303177695;326.63000000000005
1;9;13.0;-0.06659110434995662;0.16289175228500732;12.02931633071652;10065.435303177695;378.84499999999997
1;9;16.0;-0.04630590303127207;0.05727571153180439;12.02931633071652;10065.435303177695;536.345
1;10;7.0;-0.044396404264539585;0.11547205218383466;12.029113181695301;10074.295494547621;122.97000000000003
1;10;10.0;-0.06313598973362669;0.20756281372210297;12.029113181695301;10074.295494547621;324.7325000000001
1;10;13.0;-0.06667415713034046;0.15956476410531473;12.029113181695301;10074.295494547621;382.39750000000004
1;10;16.0;-0.0463169081216139;0.05654044294035431;12.029113181695301;10074.295494547621;550.01
1;11;7.0;-0.04439145396469962;0.11580534426852081;12.028899935955112;10083.477736043835;120.91500000000008
1;11;10.0;-0.06313445360629641;0.20762649081395057;12.028899935955112;10083.477736043835;332.345
1;11;13.0;-0.0667937634053127;0.1547734896746377;12.028899935955112;10083.477736043835;391.4075
1;11;16.0;-0.04636002213599151;0.05365992314101362;12.028899935955112;10083.477736043835;550.01
1;12;7.0;-0.04435084256953898;0.11853961431128403;12.028676751484122;10092.967612807997;111.20000000000005
1;12;10.0;-0.06316741585696305;0.20626010651635565;12.028676751484122;10092.967612807997;338.00750000000005
1;12;13.0;-0.0668916014464339;0.15085422285623484;12.028676751484122;10092.967612807997;399.9125
1;12;16.0;-0.04640522162327946;0.0506400693896866;12.028676751484122;10092.967612807997;554.4075
1;13;7.0;-0.04434412819891922;0.11899167714657949;12.028443791787032;10102.750157171624;111.20000000000005
1;13;10.0;-0.06316251683732516;0.20646318559534582;12.028443791787032;10102.750157171624;332.89750000000004
1;13;13.0;-0.06700537222994804;0.1462967107513233;12.028443791787032;10102.750157171624;418.45
1;13;16.0;-0.046431650983388556;0.048874279398261;12.028443791787032;10102.750157171624;575.945
1;14;7.0;-0.04432073838681339;0.12056645836977663;12.028201225508724;10112.809876429083;111.20000000000005
1;14;10.0;-0.06317546018938505;0.2059266447750072;12.028201225508724;10112.809876429083;328.0775
1;14;13.0;-0.0671131331418423;0.14197994641847225;12.028201225508724;10112.809876429083;434.77
1;14;16.0;-0.0464573356929073;0.04715824076495079;12.028201225508724;10112.809876429083;573.6550000000001
1;15;7.0;-0.04428966644579813;0.1226584593254804;12.027949226053531;10123.130781505966;115.83500000000004
1;15;10.0;-0.06318161548978977;0.20567148908478894;12.027949226053531;10123.130781505966;327.4175
1;15;13.0;-0.0672209346368295;0.13766155637881242;12.027949226053531;10123.130781505966;431.9325
1;15;16.0;-0.04648426945625124;0.04535875074522158;12.027949226053531;10123.130781505966;542.4
1;16;7.0;-0.04426943102681226;0.1240208626538314;12.02768797120169;10133.696416448869;110.01499999999999
1;16;10.0;-0.06318621375139481;0.20548087732963605;12.02768797120169;10133.696416448869;327.8925
1;16;13.0;-0.06731033828374335;0.13408016060700223;12.02768797120169;10133.696416448869;448.575
1;16;16.0;-0.046511048350405315;0.04356960779648873;12.02768797120169;10133.696416448869;540.4775
1;17;7.0;-0.04422425223846663;0.12706264457373737;12.027417642724458;10144.489888661168;110.91249999999997
1;17;10.0;-0.0631670786403198;0.20627408515910314;12.027417642724458;10144.489888661168;329.13250000000005
1;17;13.0;-0.06742178775686819;0.12961563722794545;12.027417642724458;10144.489888661168;447.2875
1;17;16.0;-0.04650722939088478;0.043824758903862664;12.027417642724458;10144.489888661168;553.3275
1;18;7.0;-0.044206518056949154;0.12825664544625956;12.027138425999476;10155.493899807328;110.91249999999997
1;18;10.0;-0.06320661408492835;0.2046352222289624;12.027138425999476;10155.493899807328;329.235
1;18;13.0;-0.06751501026252683;0.12588126285812629;12.027138425999476;10155.493899807328;464.485
1;18;16.0;-0.04655328877435347;0.040747454042733985;12.027138425999476;10155.493899807328;553.46
1;19;7.0;-0.04417874192395347;0.1301267473734031;12.026850509627755;10166.690777307505;110.17750000000001
1;19;8.0;-0.0485353691264022;0.16486296286748442;12.026850509627755;10166.690777307505;184.4874999999999
1;19;9.0;-0.055238658787708964;0.2766742934681433;12.026850509627755;10166.690777307505;443.5
1;19;10.0;-0.06319132466320779;0.20526901468353617;12.026850509627755;10166.690777307505;325.15250000000003
1;19;11.0;-0.06978025345236545;0.15605560869097557;12.026850509627755;10166.690777307505;359.30750000000006
1;19;12.0;-0.07163832985073963;0.13805433230132425;12.026850509627755;10166.690777307505;431.435
1;19;13.0;-0.06765028857165341;0.12046218677960309;12.026850509627755;10166.690777307505;463.985
1;19;14.0;-0.06013704649631748;0.08340323887993821;12.026850509627755;10166.690777307505;454.02750000000003
1;19;15.0;-0.05244403682547744;0.042841985273332515;12.026850509627755;10166.690777307505;619.3925
1;19;16.0;-0.04657435520418398;0.039339970441306056;12.026850509627755;10166.690777307505;557.99
1;19;17.0;-0.043179786690396384;0.06222096317468433;12.026850509627755;10166.690777307505;473.015
1;19;18.0;-0.04233189327025552;0.09230862613099533;12.026850509627755;10166.690777307505;463.955
1;20;7.0;-0.04416445172955758;0.1310888726657596;12.026554085053721;10178.062506342652;115.8125
1;20;10.0;-0.06323693700189184;0.20337824624102954;12.026554085053721;10178.062506342652;330.605
1;20;13.0;-0.06776218654643312;0.11597969699776689;12.026554085053721;10178.062506342652;474.0425
1;20;16.0;-0.046575325648370344;0.0392751334333556;12.026554085053721;10178.062506342652;564.205
1;21;7.0;-0.044134668166984886;0.1330941301208939;12.026249346189635;10189.590762289981;116.52499999999998
1;21;10.0;-0.06322377028607187;0.2039240461601324;12.026249346189635;10189.590762289981;329.6025000000001
1;21;13.0;-0.06787039133603434;0.1116451514915767;12.026249346189635;10189.590762289981;461.90250000000003
1;21;16.0;-0.046593069780415435;0.03808961813361248;12.026249346189635;10189.590762289981;571.105
1;22;7.0;-0.04410516318459;0.13508063142565035;12.025936489045597;10201.256943507817;117.47249999999997
1;22;10.0;-0.06326665799764586;0.20214622169519725;12.025936489045597;10201.256943507817;327.63000000000005
1;22;13.0;-0.06796038815080375;0.10803999417397678;12.025936489045597;10201.256943507817;464.88
1;22;14.0;-0.06037728799968535;0.07206668388258991;12.025936489045597;10201.256943507817;448.1825
1;22;15.0;-0.05258884735620453;0.034499437925772;12.025936489045597;10201.256943507817;615.075
1;22;16.0;-0.04662826360811978;0.03573825932417614;12.025936489045597;10201.256943507817;570.235
1;22;17.0;-0.04317997582097781;0.062207288185970315;12.025936489045597;10201.256943507817;481.2825
1;22;18.0;-0.04227994367631369;0.09610046440668124;12.025936489045597;10201.256943507817;472.2225
1;23;6.0;-0.042275944914032644;0.09773862740350121;12.025615711366399;10213.042204389048;108.28250000000003
1;23;7.0;-0.04406300894933721;0.13791877727538965;12.025615711366399;10213.042204389048;117.5499999999999
1;23;8.0;-0.04843634434888701;0.17068623380630682;12.025615711366399;10213.042204389048;184.2224999999999
1;23;9.0;-0.05519532500164467;0.2785886847671719;12.025615711366399;10213.042204389048;444.23
1;23;10.0;-0.063269655313404;0.20202197395409835;12.025615711366399;10213.042204389048;315.51750000000004
1;23;11.0;-0.07003386856616692;0.1462338104276651;12.025615711366399;10213.042204389048;380.3725
1;23;12.0;-0.07207191887784228;0.12177420744164738;12.025615711366399;10213.042204389048;442.42
1;23;13.0;-0.06808294610511557;0.10313047924337172;12.025615711366399;10213.042204389048;463.8525
1;23;14.0;-0.06046616741276623;0.06787262773326341;12.025615711366399;10213.042204389048;447.92
1;23;15.0;-0.05263981623350687;0.03156311644409654;12.025615711366399;10213.042204389048;612.6025
1;23;16.0;-0.046652267978877116;0.03413448694910515;12.025615711366399;10213.042204389048;571.2875
1;23;17.0;-0.04317695472661758;0.062425726848659005;12.025615711366399;10213.042204389048;481.2825
1;23;18.0;-0.04226119350163491;0.09746905316027996;12.025615711366399;10213.042204389048;472.2225
1;24;7.0;-0.04403204471996397;0.14000352625871293;12.025287212276249;10224.927488601952;115.89249999999993
1;24;10.0;-0.063305259736513;0.2005460636725743;12.025287212276249;10224.927488601952;322.0475
